job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
September,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
Servant,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
Shepherd,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
Swindler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
T-Example,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
The cook.,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Volklorist,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
accordionist,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
account,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
accountant,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
actor,4.0,2.0,0.0,2.0,4.0,4.0,0.0,0.5
admin,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
ambassador,2.0,0.0,4.0,6.0,6.0,6.0,0.6666666666666666,1.0
analyst,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
antagonist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
arbitr,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
archiver,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
artist,8.0,9.0,5.0,4.0,13.0,13.0,0.38461538461538464,0.3076923076923077
assistant,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
audience,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
author,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
baker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
banker,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
barber,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
bartender,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
basketball player,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
beletter,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
biker,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
biologist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
boss,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
boxer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
broker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
browser,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
businessman,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
cardiologist,3.0,4.0,1.0,0.0,4.0,4.0,0.25,0.0
cartographer,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
cellocelist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
chemist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
choreographer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
chromester,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
circus,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
cleaner,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
climber,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
commander,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
concertmaster,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
conductor,4.0,1.0,4.0,7.0,8.0,8.0,0.5,0.875
console,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
constructor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consul,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consultant,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
controller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cosmonaut,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
counselor,3.0,1.0,1.0,3.0,4.0,4.0,0.25,0.75
customs officer,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
dean,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
designer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
developer,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
director,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
doctor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
doubler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
dramatist,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
drummer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
editor,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
educators,2.0,2.0,6.0,6.0,8.0,8.0,0.75,0.75
electricity,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
employee,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
engineer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
entrepreneur,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
epidemiologist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
evaluator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
expeditionor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
eyeglass,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
farmer,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
fighter,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
financier,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fireman,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
fisherman,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
gangster,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
gardener,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
guardian,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
guide,3.0,1.0,1.0,3.0,4.0,4.0,0.25,0.75
harpist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
hogitator,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
hospital,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
iconic,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
iguman,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
illuminator,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
immunologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
instructor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
interviews,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
interviews ▸üer,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
journalist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
juggler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
kraenist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
kur likeer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
lab,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
lawyer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lecturer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
letterpresser,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
librarian,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
lieutenant,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
lithographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithor,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
loginr,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
manager,4.0,3.0,3.0,4.0,7.0,7.0,0.42857142857142855,0.5714285714285714
manifest,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
marketing,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
massager,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
math,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
maxer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
medium,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
mentor,5.0,4.0,3.0,4.0,8.0,8.0,0.375,0.5
meteorologist,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
military,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
miner,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
modeler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
mortar,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
motorist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
musician,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
mythologist,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
newspaper,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
obstetrician,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
officer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
official,5.0,5.0,4.0,4.0,9.0,9.0,0.4444444444444444,0.4444444444444444
operator,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
organizer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
out-of-the-box,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
overseer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
passport,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
paster,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
pathologist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
payee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pediatrician,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
perfume,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pharmaceutical,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
philologist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
photo-docker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
photographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
phraser,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
pianist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pilot,2.0,2.0,6.0,6.0,8.0,8.0,0.75,0.75
player,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
poet,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
police officer,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
political scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
presscffer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
printer,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
producer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
professor,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
programmer,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
promoter,4.0,2.0,0.0,2.0,4.0,4.0,0.0,0.5
proofreader,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
prosecutor,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
publisher,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
rap,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
rect,6.0,6.0,2.0,2.0,8.0,8.0,0.25,0.25
referee,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
replacement,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
reporter,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
resp. . . .,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
restortor,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
reviewer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
scheduler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
screenkeeper,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
seller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
soccer player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
speech therapist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
surgeon,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
surveyor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
talker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
teacher,4.0,5.0,8.0,7.0,12.0,12.0,0.6666666666666666,0.5833333333333334
tester,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
therapist,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
tour guide,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trainer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
translator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trustee,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
tutor,6.0,6.0,2.0,2.0,8.0,8.0,0.25,0.25
vocalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
vs.,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
witch doctor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
wizard,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
writer,2.0,0.0,10.0,12.0,12.0,12.0,0.8333333333333334,1.0
