job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
Moniquer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Organist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
PTM,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Palette,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Pharmacologist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Pressecrete,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Prime Minister,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Reanimatologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Rescuer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
September,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
Servant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Shepherd,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Swindler,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
T-Example,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
The cook.,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Volklorist,3.0,1.0,1.0,3.0,4.0,4.0,0.25,0.75
accordionist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
account,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
accountant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
actor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
admin,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
ambassador,0.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0
analyst,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
antagonist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
arbitr,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
archiver,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
artist,1.0,0.0,12.0,13.0,13.0,13.0,0.9230769230769231,1.0
assistant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
audience,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
author,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
baker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
banker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
barber,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
bartender,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
basketball player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
beletter,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
biker,1.0,0.0,4.0,5.0,5.0,5.0,0.8,1.0
biologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
boss,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
boxer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
broker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
browser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
businessman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cardiologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
cartographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cellocelist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
chemist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
choreographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
chromester,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
circus,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
cleaner,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
climber,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
commander,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
concertmaster,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
conductor,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
console,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
constructor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consul,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
consultant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
controller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cosmonaut,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
counselor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
customs officer,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
dean,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
designer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
developer,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
director,3.0,1.0,1.0,3.0,4.0,4.0,0.25,0.75
doctor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
doubler,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
dramatist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
drummer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
editor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
educators,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
electricity,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
employee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
engineer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
entrepreneur,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
epidemiologist,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
evaluator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
expeditionor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
eyeglass,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
farmer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fighter,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
financier,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
fireman,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
fisherman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
gangster,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
gardener,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
guardian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
guide,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
harpist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
hogitator,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
hospital,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
iconic,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
iguman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
illuminator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
immunologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
instructor,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
interviews,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
interviews ▸üer,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
journalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
juggler,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
kraenist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
kur likeer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
lab,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lawyer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lecturer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
letterpresser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
librarian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lieutenant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
loginr,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
manager,0.0,0.0,7.0,7.0,7.0,7.0,1.0,1.0
manifest,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
marketing,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
massager,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
math,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
maxer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
medium,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
mentor,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
meteorologist,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
military,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
miner,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
modeler,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
mortar,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
motorist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
musician,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
mythologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
newspaper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
obstetrician,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
official,3.0,3.0,6.0,6.0,9.0,9.0,0.6666666666666666,0.6666666666666666
operator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
organizer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
out-of-the-box,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
overseer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
passport,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
paster,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pathologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
payee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pediatrician,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
perfume,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pharmaceutical,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
philologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
photo-docker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
photographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
phraser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pianist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pilot,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
player,0.0,3.0,4.0,1.0,4.0,4.0,1.0,0.25
poet,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
police officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
political scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
presscffer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
printer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
producer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
professor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
programmer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
promoter,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
proofreader,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
prosecutor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
publisher,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
rap,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
rect,1.0,1.0,7.0,7.0,8.0,8.0,0.875,0.875
referee,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
replacement,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
reporter,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
resp. . . .,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
restortor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
reviewer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
scheduler,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
screenkeeper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
seller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
soccer player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
speech therapist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
surgeon,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
surveyor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
talker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
teacher,0.0,0.0,12.0,12.0,12.0,12.0,1.0,1.0
tester,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
therapist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
tour guide,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trainer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
translator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trustee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
tutor,3.0,1.0,5.0,7.0,8.0,8.0,0.625,0.875
vocalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
vs.,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
witch doctor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
wizard,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
writer,0.0,0.0,12.0,12.0,12.0,12.0,1.0,1.0
