job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
Organist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
PTM,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Palette,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Pharmacologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Pressecrete,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Prime Minister,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Reanimatologist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Rescuer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
September,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Servant,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Shepherd,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
Swindler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
T-Example,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
The cook.,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Volklorist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
accordionist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
account,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
accountant,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
actor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
admin,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
ambassador,1.0,1.0,5.0,5.0,6.0,6.0,0.8333333333333334,0.8333333333333334
analyst,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
antagonist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
arbitr,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
archiver,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
artist,0.0,0.0,13.0,13.0,13.0,13.0,1.0,1.0
assistant,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
audience,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
author,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
baker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
banker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
barber,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
bartender,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
basketball player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
beletter,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
biker,1.0,1.0,4.0,4.0,5.0,5.0,0.8,0.8
biologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
boss,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
boxer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
broker,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
browser,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
businessman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cardiologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
cartographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cellocelist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
chemist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
choreographer,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
chromester,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
circus,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cleaner,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
climber,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
commander,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
concertmaster,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
conductor,4.0,3.0,4.0,5.0,8.0,8.0,0.5,0.625
console,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
constructor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consul,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consultant,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
controller,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
cosmonaut,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
counselor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
customs officer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
dean,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
designer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
developer,3.0,3.0,5.0,5.0,8.0,8.0,0.625,0.625
director,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
doctor,0.0,4.0,4.0,0.0,4.0,4.0,1.0,0.0
doubler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
dramatist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
drummer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
editor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
educators,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
electricity,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
employee,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
engineer,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
entrepreneur,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
epidemiologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
evaluator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
expeditionor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
eyeglass,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
farmer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fighter,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
financier,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fireman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fisherman,0.0,4.0,4.0,0.0,4.0,4.0,1.0,0.0
gangster,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
gardener,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
guardian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
guide,3.0,4.0,1.0,0.0,4.0,4.0,0.25,0.0
harpist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
hogitator,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
hospital,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
iconic,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
iguman,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
illuminator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
immunologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
instructor,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
interviews,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
interviews ▸üer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
journalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
juggler,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
kraenist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
kur likeer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
lab,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lawyer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lecturer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
letterpresser,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
librarian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lieutenant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
loginr,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
manager,0.0,0.0,7.0,7.0,7.0,7.0,1.0,1.0
manifest,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
marketing,0.0,3.0,4.0,1.0,4.0,4.0,1.0,0.25
massager,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
math,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
maxer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
medium,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
mentor,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
meteorologist,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
military,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
miner,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
modeler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
mortar,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
motorist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
musician,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
mythologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
newspaper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
obstetrician,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
officer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
official,3.0,4.0,6.0,5.0,9.0,9.0,0.6666666666666666,0.5555555555555556
operator,1.0,3.0,3.0,1.0,4.0,4.0,0.75,0.25
organizer,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
out-of-the-box,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
overseer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
passport,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
paster,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
pathologist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
payee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pediatrician,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
perfume,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pharmaceutical,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
philologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
photo-docker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
photographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
phraser,3.0,4.0,1.0,0.0,4.0,4.0,0.25,0.0
pianist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pilot,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
poet,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
police officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
political scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
presscffer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
printer,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
producer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
professor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
programmer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
promoter,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
proofreader,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
prosecutor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
publisher,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
rap,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
rect,6.0,6.0,2.0,2.0,8.0,8.0,0.25,0.25
referee,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
replacement,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
reporter,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
resp. . . .,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
restortor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
reviewer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
scheduler,1.0,4.0,3.0,0.0,4.0,4.0,0.75,0.0
scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
screenkeeper,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
seller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
soccer player,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
speech therapist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
surgeon,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
surveyor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
talker,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
teacher,4.0,0.0,8.0,12.0,12.0,12.0,0.6666666666666666,1.0
tester,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
therapist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
tour guide,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trainer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
translator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trustee,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
tutor,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0
vocalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
vs.,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
witch doctor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
wizard,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
writer,0.0,0.0,12.0,12.0,12.0,12.0,1.0,1.0
