job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
bartender,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
basketball player,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
beletter,4.0,2.0,0.0,2.0,4.0,4.0,0.0,0.5
biker,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0
biologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
boss,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
boxer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
broker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
browser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
businessman,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
cardiologist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
cartographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cellocelist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
chemist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
choreographer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
chromester,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
circus,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
cleaner,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
climber,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
commander,4.0,2.0,0.0,2.0,4.0,4.0,0.0,0.5
concertmaster,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
conductor,1.0,1.0,7.0,7.0,8.0,8.0,0.875,0.875
console,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
constructor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consul,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
consultant,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
controller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cosmonaut,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
counselor,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
customs officer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
dean,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
designer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
developer,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
director,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
doctor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
doubler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
dramatist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
drummer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
editor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
educators,3.0,3.0,5.0,5.0,8.0,8.0,0.625,0.625
electricity,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
employee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
engineer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
entrepreneur,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
epidemiologist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
evaluator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
expeditionor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
eyeglass,3.0,1.0,1.0,3.0,4.0,4.0,0.25,0.75
farmer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
fighter,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
financier,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
fireman,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
fisherman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
gangster,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
gardener,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
guardian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
guide,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
harpist,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
hogitator,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
hospital,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
iconic,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
iguman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
illuminator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
immunologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
instructor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
interviews,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
interviews ▸üer,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
journalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
juggler,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
kraenist,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
kur likeer,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
lab,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
lawyer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
lecturer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
letterpresser,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
librarian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lieutenant,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
lithographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
loginr,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
manager,6.0,5.0,1.0,2.0,7.0,7.0,0.14285714285714285,0.2857142857142857
manifest,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
marketing,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
massager,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
math,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
maxer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
medium,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
mentor,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
meteorologist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
military,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
miner,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
modeler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
mortar,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
motorist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
musician,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
mythologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
newspaper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
obstetrician,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
official,4.0,4.0,5.0,5.0,9.0,9.0,0.5555555555555556,0.5555555555555556
operator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
organizer,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
out-of-the-box,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
overseer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
passport,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
paster,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
pathologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
payee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pediatrician,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
perfume,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pharmaceutical,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
philologist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
photo-docker,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
photographer,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
phraser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pianist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pilot,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
player,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
poet,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
police officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
political scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
presscffer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
printer,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
producer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
professor,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
programmer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
promoter,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
proofreader,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
prosecutor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
publisher,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
rap,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
rect,3.0,1.0,5.0,7.0,8.0,8.0,0.625,0.875
referee,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
replacement,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
reporter,5.0,5.0,3.0,3.0,8.0,8.0,0.375,0.375
resp. . . .,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
restortor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
reviewer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
scheduler,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
screenkeeper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
seller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
soccer player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
speech therapist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
surgeon,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
surveyor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
talker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
teacher,8.0,8.0,4.0,4.0,12.0,12.0,0.3333333333333333,0.3333333333333333
tester,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
therapist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
tour guide,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
trainer,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
translator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trustee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
tutor,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
vocalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
vs.,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
witch doctor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
wizard,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
writer,2.0,2.0,10.0,10.0,12.0,12.0,0.8333333333333334,0.8333333333333334
