job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
Organist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
PTM,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Palette,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Pharmacologist,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
Pressecrete,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Prime Minister,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Reanimatologist,3.0,4.0,1.0,0.0,4.0,4.0,0.25,0.0
Rescuer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
September,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Servant,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
Shepherd,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
Swindler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
T-Example,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
The cook.,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Volklorist,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
accordionist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
account,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
accountant,3.0,4.0,1.0,0.0,4.0,4.0,0.25,0.0
actor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
admin,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
ambassador,0.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0
analyst,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
antagonist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
arbitr,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
archiver,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
artist,0.0,0.0,13.0,13.0,13.0,13.0,1.0,1.0
assistant,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
audience,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
author,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
baker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
banker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
barber,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
bartender,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
basketball player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
beletter,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
biker,1.0,1.0,4.0,4.0,5.0,5.0,0.8,0.8
biologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
boss,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
boxer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
broker,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
browser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
businessman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cardiologist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
cartographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cellocelist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
chemist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
choreographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
chromester,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
circus,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
cleaner,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
climber,3.0,4.0,1.0,0.0,4.0,4.0,0.25,0.0
commander,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
concertmaster,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
conductor,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
console,1.0,3.0,3.0,1.0,4.0,4.0,0.75,0.25
constructor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consul,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consultant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
controller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cosmonaut,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
counselor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
customs officer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
dean,3.0,4.0,1.0,0.0,4.0,4.0,0.25,0.0
designer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
developer,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
director,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
doctor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
doubler,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
dramatist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
drummer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
editor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
educators,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
electricity,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
employee,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
engineer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
entrepreneur,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
epidemiologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
evaluator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
expeditionor,3.0,4.0,1.0,0.0,4.0,4.0,0.25,0.0
eyeglass,1.0,3.0,3.0,1.0,4.0,4.0,0.75,0.25
farmer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fighter,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
financier,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fireman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fisherman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
gangster,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
gardener,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
guardian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
guide,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
harpist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
hogitator,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
hospital,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
iconic,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
iguman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
illuminator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
immunologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
instructor,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
interviews,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
interviews ▸üer,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
journalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
juggler,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
kraenist,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
kur likeer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
lab,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lawyer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lecturer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
letterpresser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
librarian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lieutenant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
loginr,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
manager,0.0,1.0,7.0,6.0,7.0,7.0,1.0,0.8571428571428571
manifest,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
marketing,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
massager,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
math,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
maxer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
medium,1.0,3.0,3.0,1.0,4.0,4.0,0.75,0.25
mentor,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
meteorologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
military,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
miner,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
modeler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
mortar,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
motorist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
musician,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
mythologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
newspaper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
obstetrician,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
officer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
official,1.0,1.0,8.0,8.0,9.0,9.0,0.8888888888888888,0.8888888888888888
operator,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
organizer,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
out-of-the-box,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
overseer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
passport,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
paster,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
pathologist,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
payee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pediatrician,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
perfume,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pharmaceutical,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
philologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
photo-docker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
photographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
phraser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pianist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pilot,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
poet,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
police officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
political scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
presscffer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
printer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
producer,3.0,4.0,1.0,0.0,4.0,4.0,0.25,0.0
professor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
programmer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
promoter,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
proofreader,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
prosecutor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
publisher,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
rap,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
rect,3.0,4.0,5.0,4.0,8.0,8.0,0.625,0.5
referee,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
replacement,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
reporter,0.0,2.0,8.0,6.0,8.0,8.0,1.0,0.75
resp. . . .,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
restortor,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
reviewer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
scheduler,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
screenkeeper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
seller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
soccer player,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
speech therapist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
surgeon,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
surveyor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
talker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
teacher,0.0,0.0,12.0,12.0,12.0,12.0,1.0,1.0
tester,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
therapist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
tour guide,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trainer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
translator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trustee,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
tutor,8.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0
vocalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
vs.,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
witch doctor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
wizard,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
writer,0.0,0.0,12.0,12.0,12.0,12.0,1.0,1.0
