job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
Organist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
PTM,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
Palette,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Pharmacologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Pressecrete,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Prime Minister,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Reanimatologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
Rescuer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
September,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Servant,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
Shepherd,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Swindler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
T-Example,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
The cook.,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Volklorist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
accordionist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
account,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
accountant,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
actor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
admin,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
ambassador,0.0,0.0,6.0,6.0,6.0,6.0,1.0,1.0
analyst,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
antagonist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
arbitr,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
archiver,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
artist,0.0,0.0,13.0,13.0,13.0,13.0,1.0,1.0
assistant,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
audience,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
author,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
baker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
banker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
barber,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
bartender,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
basketball player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
beletter,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
biker,1.0,1.0,4.0,4.0,5.0,5.0,0.8,0.8
biologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
boss,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
boxer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
broker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
browser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
businessman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cardiologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cartographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cellocelist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
chemist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
choreographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
chromester,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
circus,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cleaner,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
climber,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
commander,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
concertmaster,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
conductor,1.0,1.0,7.0,7.0,8.0,8.0,0.875,0.875
console,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
constructor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consul,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consultant,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
controller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cosmonaut,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
counselor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
customs officer,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
dean,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
designer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
developer,3.0,3.0,5.0,5.0,8.0,8.0,0.625,0.625
director,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
doctor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
doubler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
dramatist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
drummer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
editor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
educators,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
electricity,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
employee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
engineer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
entrepreneur,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
epidemiologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
evaluator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
expeditionor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
eyeglass,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
farmer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fighter,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
financier,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fireman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fisherman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
gangster,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
gardener,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
guardian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
guide,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
harpist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
hogitator,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
hospital,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
iconic,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
iguman,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
illuminator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
immunologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
instructor,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
interviews,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
interviews ▸üer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
journalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
juggler,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
kraenist,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
kur likeer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
lab,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lawyer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lecturer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
letterpresser,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
librarian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lieutenant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
loginr,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
manager,0.0,0.0,7.0,7.0,7.0,7.0,1.0,1.0
manifest,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
marketing,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
massager,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
math,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
maxer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
medium,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
mentor,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
meteorologist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
military,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
miner,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
modeler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
mortar,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
motorist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
musician,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
mythologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
newspaper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
obstetrician,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
official,1.0,1.0,8.0,8.0,9.0,9.0,0.8888888888888888,0.8888888888888888
operator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
organizer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
out-of-the-box,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
overseer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
passport,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
paster,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
pathologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
payee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pediatrician,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
perfume,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pharmaceutical,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
philologist,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
photo-docker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
photographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
phraser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pianist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pilot,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
player,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
poet,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
police officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
political scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
presscffer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
printer,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
producer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
professor,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
programmer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
promoter,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
proofreader,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
prosecutor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
publisher,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
rap,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
rect,3.0,4.0,5.0,4.0,8.0,8.0,0.625,0.5
referee,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
replacement,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
reporter,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
resp. . . .,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
restortor,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
reviewer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
scheduler,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
screenkeeper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
seller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
soccer player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
speech therapist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
surgeon,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
surveyor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
talker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
teacher,4.0,0.0,8.0,12.0,12.0,12.0,0.6666666666666666,1.0
tester,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
therapist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
tour guide,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trainer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
translator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trustee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
tutor,8.0,6.0,0.0,2.0,8.0,8.0,0.0,0.25
vocalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
vs.,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
witch doctor,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
wizard,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
writer,0.0,0.0,12.0,12.0,12.0,12.0,1.0,1.0
