job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
Moniquer,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
Officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Organist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
PTM,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Palette,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Pharmacologist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Pressecrete,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Prime Minister,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Reanimatologist,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
Rescuer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
September,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
Servant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Shepherd,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
Swindler,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
T-Example,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
The cook.,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
Volklorist,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
accordionist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
account,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
accountant,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
actor,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
admin,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
ambassador,1.0,1.0,5.0,5.0,6.0,6.0,0.8333333333333334,0.8333333333333334
analyst,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
antagonist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
arbitr,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
archiver,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
artist,2.0,1.0,11.0,12.0,13.0,13.0,0.8461538461538461,0.9230769230769231
assistant,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
audience,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
author,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
baker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
banker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
barber,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
bartender,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
basketball player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
beletter,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
biker,1.0,1.0,4.0,4.0,5.0,5.0,0.8,0.8
biologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
boss,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
boxer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
broker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
browser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
businessman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cardiologist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
cartographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cellocelist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
chemist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
choreographer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
chromester,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
circus,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
cleaner,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
climber,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
commander,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
concertmaster,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
conductor,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
console,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
constructor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
consul,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
consultant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
controller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
cosmonaut,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
counselor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
customs officer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
dean,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
designer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
developer,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
director,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
doctor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
doubler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
dramatist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
drummer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
editor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
educators,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
electricity,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
employee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
engineer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
entrepreneur,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
epidemiologist,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
evaluator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
expeditionor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
eyeglass,2.0,3.0,2.0,1.0,4.0,4.0,0.5,0.25
farmer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fighter,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
financier,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
fireman,1.0,2.0,3.0,2.0,4.0,4.0,0.75,0.5
fisherman,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
gangster,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
gardener,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
guardian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
guide,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
harpist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
hogitator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
hospital,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
iconic,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
iguman,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
illuminator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
immunologist,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
instructor,1.0,3.0,3.0,1.0,4.0,4.0,0.75,0.25
interviews,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
interviews ▸üer,3.0,1.0,1.0,3.0,4.0,4.0,0.25,0.75
journalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
juggler,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
kraenist,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
kur likeer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
lab,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lawyer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lecturer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
letterpresser,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
librarian,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lieutenant,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
lithor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
loginr,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
manager,0.0,0.0,7.0,7.0,7.0,7.0,1.0,1.0
manifest,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
marketing,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
massager,3.0,3.0,1.0,1.0,4.0,4.0,0.25,0.25
math,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
maxer,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
medium,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
mentor,0.0,0.0,8.0,8.0,8.0,8.0,1.0,1.0
meteorologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
military,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
miner,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
modeler,4.0,2.0,0.0,2.0,4.0,4.0,0.0,0.5
mortar,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
motorist,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
musician,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
mythologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
newspaper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
obstetrician,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
officer,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
official,0.0,2.0,9.0,7.0,9.0,9.0,1.0,0.7777777777777778
operator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
organizer,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
out-of-the-box,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
overseer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
passport,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
paster,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
pathologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
payee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pediatrician,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
perfume,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pharmaceutical,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
philologist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
photo-docker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
photographer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
phraser,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pianist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
pilot,0.0,2.0,8.0,6.0,8.0,8.0,1.0,0.75
player,2.0,0.0,2.0,4.0,4.0,4.0,0.5,1.0
poet,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
police officer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
political scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
presscffer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
printer,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
producer,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
professor,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
programmer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
promoter,1.0,1.0,3.0,3.0,4.0,4.0,0.75,0.75
proofreader,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
prosecutor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
publisher,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
rap,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
rect,2.0,2.0,6.0,6.0,8.0,8.0,0.75,0.75
referee,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
replacement,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
reporter,0.0,1.0,8.0,7.0,8.0,8.0,1.0,0.875
resp. . . .,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
restortor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
reviewer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
scheduler,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
scientist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
screenkeeper,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
seller,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
soccer player,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
speech therapist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
surgeon,3.0,4.0,1.0,0.0,4.0,4.0,0.25,0.0
surveyor,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
talker,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
teacher,4.0,0.0,8.0,12.0,12.0,12.0,0.6666666666666666,1.0
tester,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
therapist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
tour guide,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trainer,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
translator,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
trustee,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
tutor,4.0,4.0,4.0,4.0,8.0,8.0,0.5,0.5
vocalist,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
vs.,2.0,2.0,2.0,2.0,4.0,4.0,0.5,0.5
witch doctor,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0
wizard,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0
writer,0.0,0.0,12.0,12.0,12.0,12.0,1.0,1.0
