job_title,female_no,male_no,female_yes,male_yes,female_total,male_total,female_yes_ratio,male_yes_ratio
cellocelist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
choreographer,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
cleaner,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
climber,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
conductor,5.0,3.0,3.0,5.0,8.0,8.0,0.375,0.625
consultant,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
counselor,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
customs officer,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
dietitian,1.0,0.0,1.0,2.0,2.0,2.0,0.5,1.0
director,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
economist,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
electricity,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
epidemiologist,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
examer,1.0,0.0,1.0,2.0,2.0,2.0,0.5,1.0
expeditionor,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
fighter,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
fisherman,0.0,4.0,4.0,0.0,4.0,4.0,1.0,0.0
flight technologist,1.0,0.0,1.0,2.0,2.0,2.0,0.5,1.0
gardener,2.0,4.0,2.0,0.0,4.0,4.0,0.5,0.0
handler,3.0,2.0,0.0,1.0,3.0,3.0,0.0,0.3333333333333333
harpist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
immunologist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
inspector,1.0,0.0,1.0,2.0,2.0,2.0,0.5,1.0
manager,1.0,0.0,6.0,7.0,7.0,7.0,0.8571428571428571,1.0
manipulater,3.0,1.0,0.0,2.0,3.0,3.0,0.0,0.6666666666666666
medium,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
mentor,5.0,4.0,3.0,4.0,8.0,8.0,0.375,0.5
meteorologist,2.0,1.0,2.0,3.0,4.0,4.0,0.5,0.75
miner,4.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0
mythologist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
out-of-the-box,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
overseer,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
paleontologist,3.0,1.0,0.0,2.0,3.0,3.0,0.0,0.6666666666666666
passer,0.0,1.0,3.0,2.0,3.0,3.0,1.0,0.6666666666666666
pathologist,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
printer,4.0,3.0,0.0,1.0,4.0,4.0,0.0,0.25
producer,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
promoter,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
proofreader,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
prosecutor,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
publisher,1.0,4.0,3.0,0.0,4.0,4.0,0.75,0.0
reporter,3.0,1.0,5.0,7.0,8.0,8.0,0.625,0.875
resp. . . .,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
restortor,0.0,2.0,4.0,2.0,4.0,4.0,1.0,0.5
scheduler,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
speech therapist,1.0,0.0,3.0,4.0,4.0,4.0,0.75,1.0
teacher,4.0,1.0,8.0,11.0,12.0,12.0,0.6666666666666666,0.9166666666666666
therapist,0.0,1.0,4.0,3.0,4.0,4.0,1.0,0.75
witch doctor,4.0,2.0,0.0,2.0,4.0,4.0,0.0,0.5
wizard,3.0,2.0,1.0,2.0,4.0,4.0,0.25,0.5
worker,3.0,1.0,0.0,2.0,3.0,3.0,0.0,0.6666666666666666
writer,4.0,0.0,8.0,12.0,12.0,12.0,0.6666666666666666,1.0
